announcement_date,donor,aid_type_general,aid_type_specific,explanation,reporting_currency,source_reported_value,classified_category,date
2024-12-09,Luxembourg,Humanitarian,Assistance,"Foreign Minister Bettel has announced a new contribution of EUR 8 million over two years to support Ukraine's energy sector. This support aims to provide energy equipment to schools, hospitals and water and heating infrastructure.",EUR,8000000.0,Financial & Economic Aid,2024-12-09
2024-12-09,Luxembourg,Humanitarian,Equipment,"Foreign Minister Bettel has announced the transfer of 110 humanitarian demining kits to Ukraine, worth about EUR 1 million.",EUR,1000000.0,Financial & Economic Aid,2024-12-09
2024-12-10,United States,Military,Funding for Weapon Acquisition Program,"Foreign Military Sale to the Government of Ukraine of F-16 Sustainment Services and related equipment for an estimated cost of $266.4 million. In particular, The Government of Ukraine has requested to buy the Joint Mission Planning System (JMPS); AN/PYQ-10 Simple Key Loaders (SKL); minor modifications and maintenance support; engine Component Improvement Program (CIP); spare and repair parts, consumables, and accessories; repair and return support; weapons software, weapons software support equipment, and classified and unclassified software and delivery support; classified and unclassified publications and documentation; personnel training and training equipment; studies and surveys; U.S. Government and contractor engineering, technical, and logistics support services; and other related elements of logistics and program support. ",USD,266400000.0,Financial & Economic Aid,2024-12-10
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,Lithuania,Military,Equipment,"According to Source of aid 1, Lithuania continues rendering unwavering support to Ukraine. This week the country will received trailers for tracked vehicles and ammunition. Lithuanian military assistance this far amounts to over EUR 721 million. Given that the last statement of this kind reported 705 million EUR (LTM27_16), we assume that this last package brings a value of (721 – 705) million EUR.",EUR,16000000.0,Artillery & Heavy Weapons,2024-12-12
2024-12-12,Lithuania,Military,Equipment,"According to Source of aid 1, Lithuania continues rendering unwavering support to Ukraine. This week the country will received trailers for tracked vehicles and ammunition. Lithuanian military assistance this far amounts to over EUR 721 million. Given that the last statement of this kind reported 705 million EUR (LTM27_16), we assume that this last package brings a value of (721 – 705) million EUR.",EUR,16000000.0,Artillery & Heavy Weapons,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,Estonia,Military,Funding for Weapon Acquisition Program,"According to Source of Aid 1, ""in 2025, Estonia will contribute 5 million euros to the IT Coalition"". It is assumed that these funds will come from the 2025 Military Aid Plan. ",EUR,5000000.0,Financial & Economic Aid,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,Estonia,Humanitarian,Contribution,"According to Source of Aid 1, the Ministry of Foreign Affairs is allocating an additional €200 000 to the people in Ukraine from its 2024 development cooperation budget. The aid is aimed at the most vulnerable groups – women, children, and people with disabilities. Additional support goes to the restoration of Ukraine’s energy infrastructure. Of these,  €100 000 was allocated to Ukraine’s Humanitarian Fund at the UN Office for the Coordination of Humanitarian Affairs, who will help get the aid to remote areas and directly to those who need it; €68 000 was allocated to the United Nations Population Fund (UNFPA) to alleviate Ukraine’s humanitarian situation in 2025; €10 000 was allocated to support the activities of the International Organization for Migration (IOM) in 2025; and €20 000 was allocated to the Ukraine Energy Support Fund that aims to restore Ukraine’s energy infrastructure. This entry registers the funds to UNOCHA.",EUR,100000.0,Financial & Economic Aid,2024-12-12
2024-12-12,Finland,Humanitarian,Budgetary appropriations,"On December 12, 2024, the Finnish government announced the second part of the National Reconstruction Plan, confirming that EUR 58 million per year will be provided for assistance to Ukraine until 2027.

According to the National Reconstruction Plan, ""EUR 58 million per year has been earmarked for support to Ukraine under the Support to Ukraine envelope. Of this, a total of EUR 20 million per year is designated for humanitarian aid,"" which is provided ""through three channels: UN agencies, the International Red Cross, and Finnish NGOs."" While the remaining EUR 38 million is not explicitly detailed in the National Reconstruction Plan, it is likely intended for development assistance directed to Ukraine. This interpretation is supported by Finland's General Government Fiscal Plan for 2024–2027, which specifies, ""An annual appropriation of EUR 58 million is allocated for the new item for assistance to Ukraine, of which EUR 38 million per year is a transfer from the actual official development assistance (ODA) budget item.""

Given that the definition of ""humanitarian aid"" in our dataset includes both development aid and humanitarian aid, we report the annual amount of humanitarian aid committed until 2027 as EUR 58 million. This entry records the budget appropriated for 2026.",EUR,58000000.0,Artillery & Heavy Weapons,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,Finland,Humanitarian,Budgetary appropriations,"On December 12, 2024, the Finnish government announced the second part of the National Reconstruction Plan, confirming that EUR 58 million per year will be provided for assistance to Ukraine until 2027.

According to the National Reconstruction Plan, ""EUR 58 million per year has been earmarked for support to Ukraine under the Support to Ukraine envelope. Of this, a total of EUR 20 million per year is designated for humanitarian aid,"" which is provided ""through three channels: UN agencies, the International Red Cross, and Finnish NGOs."" While the remaining EUR 38 million is not explicitly detailed in the National Reconstruction Plan, it is likely intended for development assistance directed to Ukraine. This interpretation is supported by Finland's General Government Fiscal Plan for 2024–2027, which specifies, ""An annual appropriation of EUR 58 million is allocated for the new item for assistance to Ukraine, of which EUR 38 million per year is a transfer from the actual official development assistance (ODA) budget item.""

Given that the definition of ""humanitarian aid"" in our dataset includes both development aid and humanitarian aid, we report the annual amount of humanitarian aid committed until 2027 as EUR 58 million. This entry records the budget appropriated for 2027.",EUR,58000000.0,Artillery & Heavy Weapons,2024-12-12
2024-12-12,Estonia,Humanitarian,Contribution,"According to Source of Aid 1, the Ministry of Foreign Affairs is allocating an additional €200 000 to the people in Ukraine from its 2024 development cooperation budget. The aid is aimed at the most vulnerable groups – women, children, and people with disabilities. Additional support goes to the restoration of Ukraine’s energy infrastructure. Of these,  €100 000 was allocated to Ukraine’s Humanitarian Fund at the UN Office for the Coordination of Humanitarian Affairs, who will help get the aid to remote areas and directly to those who need it; €68 000 was allocated to the United Nations Population Fund (UNFPA) to alleviate Ukraine’s humanitarian situation in 2025; €10 000 was allocated to support the activities of the International Organization for Migration (IOM) in 2025; and €20 000 was allocated to the Ukraine Energy Support Fund that aims to restore Ukraine’s energy infrastructure. This entry registers the funds to UNFPA.",EUR,68000.0,Financial & Economic Aid,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,Finland,Humanitarian,Budgetary appropriations,"On December 12, 2024, the Finnish government announced the second part of the National Reconstruction Plan, confirming that EUR 58 million per year will be provided for assistance to Ukraine until 2027.

According to the National Reconstruction Plan, ""EUR 58 million per year has been earmarked for support to Ukraine under the Support to Ukraine envelope. Of this, a total of EUR 20 million per year is designated for humanitarian aid,"" which is provided ""through three channels: UN agencies, the International Red Cross, and Finnish NGOs."" While the remaining EUR 38 million is not explicitly detailed in the National Reconstruction Plan, it is likely intended for development assistance directed to Ukraine. This interpretation is supported by Finland's General Government Fiscal Plan for 2024–2027, which specifies, ""An annual appropriation of EUR 58 million is allocated for the new item for assistance to Ukraine, of which EUR 38 million per year is a transfer from the actual official development assistance (ODA) budget item.""

Given that the definition of ""humanitarian aid"" in our dataset includes both development aid and humanitarian aid, we report the annual amount of humanitarian aid committed until 2027 as EUR 58 million. This entry records the budget appropriated for 2025.",EUR,58000000.0,Artillery & Heavy Weapons,2024-12-12
2024-12-12,United States,Military,Weapons and equipment,"72nd presidential drawdown amounting to USD 500 million for the provision of additional capabilities to Ukraine to meet its most urgent needs, including: air defense capabilities; munitions for rocket systems and artillery; and anti-tank weapons.",USD,500000000.0,Air Defense,2024-12-12
2024-12-12,Estonia,Humanitarian,Contribution,"According to Source of Aid 1, the Ministry of Foreign Affairs is allocating an additional €200 000 to the people in Ukraine from its 2024 development cooperation budget. The aid is aimed at the most vulnerable groups – women, children, and people with disabilities. Additional support goes to the restoration of Ukraine’s energy infrastructure. Of these,  €100 000 was allocated to Ukraine’s Humanitarian Fund at the UN Office for the Coordination of Humanitarian Affairs, who will help get the aid to remote areas and directly to those who need it; €68 000 was allocated to the United Nations Population Fund (UNFPA) to alleviate Ukraine’s humanitarian situation in 2025; €10 000 was allocated to support the activities of the International Organization for Migration (IOM) in 2025; and €20 000 was allocated to the Ukraine Energy Support Fund that aims to restore Ukraine’s energy infrastructure. This entry registers the funds to the Energy Support Fund.",EUR,20000.0,Financial & Economic Aid,2024-12-12
2024-12-12,Estonia,Humanitarian,Contribution,"According to Source of Aid 1, the Ministry of Foreign Affairs is allocating an additional €200 000 to the people in Ukraine from its 2024 development cooperation budget. The aid is aimed at the most vulnerable groups – women, children, and people with disabilities. Additional support goes to the restoration of Ukraine’s energy infrastructure. Of these,  €100 000 was allocated to Ukraine’s Humanitarian Fund at the UN Office for the Coordination of Humanitarian Affairs, who will help get the aid to remote areas and directly to those who need it; €68 000 was allocated to the United Nations Population Fund (UNFPA) to alleviate Ukraine’s humanitarian situation in 2025; €10 000 was allocated to support the activities of the International Organization for Migration (IOM) in 2025; and €20 000 was allocated to the Ukraine Energy Support Fund that aims to restore Ukraine’s energy infrastructure. This entry registers the funds to IOM.",EUR,10000.0,Financial & Economic Aid,2024-12-12
2024-12-13,Austria,Humanitarian,Contribution,"The Austrian Government announced an extension to the EU Advisory Mission project to project to strengthen the capacities of Ukrainian law enforcement agencies in the liberated territories with an additional support of EUR 170,000. This funding will further enhance the capabilities of key agencies, including the National Police of Ukraine (NPU), State Bureau of Investigation (SBI), Economic Security Bureau (ESBU), State Financial Monitoring Service (SMFSU), Asset Recovery and Management Agency (ARMA), National Anti-Corruption Bureau (NABU), and the Security Service of Ukraine (SSU), enabling them to investigate and prosecute financial and corruption-related crimes more efficiently, using EU best practices.",EUR,170000.0,Artillery & Heavy Weapons,2024-12-13
2024-12-14,Taiwan,Financial,Guarantee,"On December 14, 2024, Taiwan's Ministry of Foreign Affairs announced a donation of 4 million euros to the Ukraine Recovery and Reconstruction Guarantee Facility (URGF), EBRD's newly established guarantee scheme (Source of Aid 1). According to the EBRD's press release, this contribution was made through the TaiwanBusiness-EBRD Technical Cooperation Fund (Source of Aid 2).",EUR,4000000.0,Financial & Economic Aid,2024-12-14
2024-12-16,Norway,Military,Weapons,"The Government of Norway has also set aside NOK 150 million for the purchase of small vessels that will then be donated, and to support the Norwegian Armed Forces’ contribution to the training of Ukrainian small-boat drivers in river operations, to be carried out at the training centre. This funding is part of the overall allocation of NOK 22.5 billion in military support to be provided to Ukraine under the Nansen Support Programme in 2025.",NOK,150000000.0,Artillery & Heavy Weapons,2024-12-16
2024-12-17,United Kingdom,Humanitarian,Contribution,"The UK has provided £35 million of emergency support to help Ukraine repair its energy grid and support the most vulnerable through a third winter of war. These includes a £20 million uplift to support emergency energy needs, as well as support for carrying out vital repairs to the electricity transmission network and providing further power generation capacity and critical protection for energy infrastructure. This includes a project to generate an additional 20MW of power supply, enough to provide power to up to 20,000 homes. Moreover, a further £15 million will provide lifesaving humanitarian support to the most in need as temperatures in Ukraine plummet: while £5m will go to UNICEF to provide basic necessities, £10 million will be delivered through UNHCR to provide more than 21,000 families with rapid thermal kits, shelter repairs, and additional cash payments for winter, as well as generators and support to local winterisation of collective centres housing vulnerable people who have been displaced from their homes by Russian aggression. This entry records the 10 million GBP to UNHCR.",GBP,10000000.0,Financial & Economic Aid,2024-12-17
2024-12-17,Poland,Military,Funding for Weapon Acquisition Program,Tusk announced that the 46th aid package for Ukraine would be implemented in January. Valued €100 million according to source of aid 2.,EUR,100000000.0,Financial & Economic Aid,2024-12-17
2024-12-17,United Kingdom,Humanitarian,Contribution,"The UK has provided £35 million of emergency support to help Ukraine repair its energy grid and support the most vulnerable through a third winter of war. These includes a £20 million uplift to support emergency energy needs, as well as support for carrying out vital repairs to the electricity transmission network and providing further power generation capacity and critical protection for energy infrastructure. This includes a project to generate an additional 20MW of power supply, enough to provide power to up to 20,000 homes. Moreover, a further £15 million will provide lifesaving humanitarian support to the most in need as temperatures in Ukraine plummet: while £5m will go to UNICEF to provide basic necessities, £10 million will be delivered through UNHCR to provide more than 21,000 families with rapid thermal kits, shelter repairs, and additional cash payments for winter, as well as generators and support to local winterisation of collective centres housing vulnerable people who have been displaced from their homes by Russian aggression. This entry records the 5 million GBP to UNICEF.",GBP,5000000.0,Financial & Economic Aid,2024-12-17
2024-12-17,United Kingdom,Humanitarian,Assistance,"The UK has provided £35 million of emergency support to help Ukraine repair its energy grid and support the most vulnerable through a third winter of war. These includes a £20 million uplift to support emergency energy needs, as well as support for carrying out vital repairs to the electricity transmission network and providing further power generation capacity and critical protection for energy infrastructure. This includes a project to generate an additional 20MW of power supply, enough to provide power to up to 20,000 homes. Moreover, a further £15 million will provide lifesaving humanitarian support to the most in need as temperatures in Ukraine plummet: while £5m will go to UNICEF to provide basic necessities, £10 million will be delivered through UNHCR to provide more than 21,000 families with rapid thermal kits, shelter repairs, and additional cash payments for winter, as well as generators and support to local winterisation of collective centres housing vulnerable people who have been displaced from their homes by Russian aggression. This entry records the first 20 million GBP.",GBP,20000000.0,Financial & Economic Aid,2024-12-17
2024-12-17,Norway,Humanitarian,Contribution,"The Norwegian Government is now providing close to NOK 1 billion to seven Norwegian humanitarian organisations to support their emergency relief efforts in Ukraine. The funding now being provided will be used to deliver life-saving assistance to the most vulnerable people, children, refugees and the internally displaced, helping to ensure that they have access to food, shelter, electricity, heat, water and sanitation, education, health care and psychosocial support, as well as protection against sexual and gender-based violence. These funds are from the Nansen scheme.",NOK,1000000000.0,Financial & Economic Aid,2024-12-17
2024-12-18,Switzerland,Humanitarian,Assistance,"Switzerland is helping Ukraine to cope with the challenges of winter with almost CHF 45 million. The funds will be used to restore energy infrastructure, renovate damaged homes and meet urgent humanitarian needs.",CHF,45000000.0,Financial & Economic Aid,2024-12-18
2024-12-18,EU (Commission and Council),Financial,Loan,"On December 18th, the Commission announced the second disbursement of 4.2 billion Euros under Pillar 1 of the Ukraine Facility. Source of Aid 3 is the positive assessment of the payment request where the Commission has concluded that Ukraine has satisfactorily fulfilled the nine reform indicators linked to the second regular payment. Source of Aid 2 is the disbursement announcement. Source of Aid 1 is the annex to the decision on the implemention of the Ukraine Plan, which contains the payment schedule breakdown. In this entry, we report the 2.7 billion Euros which comprise the loan element of this second disbursement. Being related to the Ukraine Facility, the maturity of this loan is considered to be 35 years. More detailed information is expected to be available in the future.",EUR,2700000000.0,Financial & Economic Aid,2024-12-18
2024-12-18,Australia,Humanitarian,Contribution,"During her trip to Kyiv, Foreign Minister Wong announced that Australia will provide AUD 10 million in assistance to the Ukraine Energy Support Fund to provide heat and electricity for Ukrainians.",AUD,10000000.0,Financial & Economic Aid,2024-12-18
2024-12-18,EU (Commission and Council),Financial,Grant,"On December 18th, the Commission announced the second disbursement of 4.2 billion Euros under Pillar 1 of the Ukraine Facility. Source of Aid 3 is the positive assessment of the payment request where the Commission has concluded that Ukraine has satisfactorily fulfilled the nine reform indicators linked to the second regular payment. Source of Aid 2 is the disbursement announcement. Source of Aid 1 is the annex to the decision on the implemention of the Ukraine Plan, which contains the payment schedule breakdown. In this entry, we report the 1.5 billion Euros which comprise the grant element of this second disbursement.",EUR,1500000000.0,Financial & Economic Aid,2024-12-18
2024-12-18,Australia,Humanitarian,Contribution,"During her trip to Kyiv, Foreign Minister Wong announced that Australia will provide AUD 80,000 to help facilitate the work of Ukrainian NGO ""Save Ukraine"".",AUD,80000.0,General Announcements,2024-12-18
2024-12-18,Australia,Humanitarian,Contribution,"During her trip to Kyiv, Foreign Minister Wong announced that Australia will provide AUD 66 million to the European Bank of Reconstruction and Development to assist with Ukraine’s vital recovery and reconstruction efforts.",AUD,66000000.0,Financial & Economic Aid,2024-12-18
2024-12-19,Czechia,Military,Funding for Weapon Acquisition Program,"According to Czech state media, Czechia will donate EUR 1 million to the drone coalition.",EUR,1000000.0,Financial & Economic Aid,2024-12-19
2024-12-19,Denmark,Military,Assistance,"On December 19, 2024, the Danish Ministry of Defense announced that Denmark would allocate DKK 2.1 billion as the 23rd military donation package to Ukraine (Source of Aid 1). According to the same source, this aid primarily consists of three components: (i) contributions to strengthening Ukrainian air defense, (ii) financial support for the operation of Ukraine's F-16 capability, and (iii) the donation of CV90 infantry fighting vehicles in collaboration with Sweden. Furthermore, Source of Aid 1 specifies that this aid package is funded through multiple financial sources: (i) the Ukraine Fund for 2024, which is fully allocated with this package, (ii) reimbursements from the European Peace Facility, and (iii) a reallocation from the 2024 Financial Act, amounting to DKK 275 million, dedicated to enhancing Ukraine’s operational capacity for the F-16. According to preceding press releases (Source of Aid 2), this aid package is primarily to be provided through procurement from the defense industry.

Regarding the provision of CV90s, a Swedish official source provides additional details (Source of Aid 3). According to this source, Denmark and Sweden signed a SEK 25 billion contract with BAE Systems Hägglunds to acquire 205 CV90s. Of these, 115 will be delivered to Denmark, 50 to Sweden, and the remaining 40 will be donated to Ukraine. Assuming the cost of CV90s destined for Ukraine was shared equally between Sweden and Denmark, Denmark's contribution is estimated at 20 CV90s, with a total value of approximately SEK 2.439 billion.

Given this information, we recorded this aid package as three separate entries, with the following reported values:
(i) Contribution to enhancing F-16 operating capacity: DKK 275 million
(ii) Donation of 20 CV90s: SEK 2.439 billion ≈ DKK 1.61 billion
(iii) Contribution to strengthening Ukrainian air defense capacity: DKK 2.1 billion - DKK 275 million -DKK 1.61 billion ≈ DKK 213 million
Among these, this entry reports the contribution to enhancing F-16 operating capacity.",DKK,275000000.0,Air Defense,2024-12-19
2024-12-19,United Kingdom,Military,Equipment,"The UK’s ironclad support for Ukraine continues with a new £225m package of military support. The new support package includes: a) £186m package of key military equipment through the International Fund for Ukraine, including 1) £92m for equipment to bolster Ukraine’s navy, including small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones, directly supporting the maritime coalition co-led by the UK and Norway. 2)£68m for air defence equipment including radars, decoy land equipment, and counter-drone electronic warfare systems. 3) £26m to provide support and spare parts for critical systems previously delivered to Ukraine. Then, the 225 million GBP includes: b) £39m to provide more than 1,000 counter-drone electronic warfare systems and for joint-procurement of respirators and equipment to enhance the protective capabilities of Ukraine’s Armed Forces; and c) explosive charges to equip more than 90,000 155mm artillery rounds, which can be used by the dozens of AS-90 self-propelled artillery guns the UK has previously provided. This entry records the 92 million GBP for small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones. ",GBP,92000000.0,Air Defense,2024-12-19
2024-12-19,United Kingdom,Military,Weapons,"The UK’s ironclad support for Ukraine continues with a new £225m package of military support. The new support package includes: a) £186m package of key military equipment through the International Fund for Ukraine, including 1) £92m for equipment to bolster Ukraine’s navy, including small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones, directly supporting the maritime coalition co-led by the UK and Norway. 2)£68m for air defence equipment including radars, decoy land equipment, and counter-drone electronic warfare systems. 3) £26m to provide support and spare parts for critical systems previously delivered to Ukraine. Then, the 225 million GBP includes: b) £39m to provide more than 1,000 counter-drone electronic warfare systems and for joint-procurement of respirators and equipment to enhance the protective capabilities of Ukraine’s Armed Forces; and c) explosive charges to equip more than 90,000 155mm artillery rounds, which can be used by the dozens of AS-90 self-propelled artillery guns the UK has previously provided. This entry records the 92 million GBP for small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones. ",GBP,92000000.0,Air Defense,2024-12-19
2024-12-19,United Kingdom,Military,Weapons,"The UK’s ironclad support for Ukraine continues with a new £225m package of military support. The new support package includes: a) £186m package of key military equipment through the International Fund for Ukraine, including 1) £92m for equipment to bolster Ukraine’s navy, including small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones, directly supporting the maritime coalition co-led by the UK and Norway. 2)£68m for air defence equipment including radars, decoy land equipment, and counter-drone electronic warfare systems. 3) £26m to provide support and spare parts for critical systems previously delivered to Ukraine. Then, the 225 million GBP includes: b) £39m to provide more than 1,000 counter-drone electronic warfare systems and for joint-procurement of respirators and equipment to enhance the protective capabilities of Ukraine’s Armed Forces; and c) explosive charges to equip more than 90,000 155mm artillery rounds, which can be used by the dozens of AS-90 self-propelled artillery guns the UK has previously provided. This entry records the 92 million GBP for small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones. ",GBP,92000000.0,Air Defense,2024-12-19
2024-12-19,United Kingdom,Military,Weapons and equipment,"The UK’s ironclad support for Ukraine continues with a new £225m package of military support. The new support package includes: a) £186m package of key military equipment through the International Fund for Ukraine, including 1) £92m for equipment to bolster Ukraine’s navy, including small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones, directly supporting the maritime coalition co-led by the UK and Norway. 2)£68m for air defence equipment including radars, decoy land equipment, and counter-drone electronic warfare systems. 3) £26m to provide support and spare parts for critical systems previously delivered to Ukraine. Then, the 225 million GBP includes: b) £39m to provide more than 1,000 counter-drone electronic warfare systems and for joint-procurement of respirators and equipment to enhance the protective capabilities of Ukraine’s Armed Forces; and c) explosive charges to equip more than 90,000 155mm artillery rounds, which can be used by the dozens of AS-90 self-propelled artillery guns the UK has previously provided. This entry records the 68 million GBP for radars, decoy land equipment, and counter-drone electronic warfare systems.",GBP,68000000.0,Air Defense,2024-12-19
2024-12-19,United Kingdom,Military,Equipment,"The UK’s ironclad support for Ukraine continues with a new £225m package of military support. The new support package includes: a) £186m package of key military equipment through the International Fund for Ukraine, including 1) £92m for equipment to bolster Ukraine’s navy, including small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones, directly supporting the maritime coalition co-led by the UK and Norway. 2)£68m for air defence equipment including radars, decoy land equipment, and counter-drone electronic warfare systems. 3) £26m to provide support and spare parts for critical systems previously delivered to Ukraine. Then, the 225 million GBP includes: b) £39m to provide more than 1,000 counter-drone electronic warfare systems and for joint-procurement of respirators and equipment to enhance the protective capabilities of Ukraine’s Armed Forces; and c) explosive charges to equip more than 90,000 155mm artillery rounds, which can be used by the dozens of AS-90 self-propelled artillery guns the UK has previously provided. This entry records the 68 million GBP for radars, decoy land equipment, and counter-drone electronic warfare systems.",GBP,68000000.0,Air Defense,2024-12-19
2024-12-19,United Kingdom,Military,Equipment,"The UK’s ironclad support for Ukraine continues with a new £225m package of military support. The new support package includes: a) £186m package of key military equipment through the International Fund for Ukraine, including 1) £92m for equipment to bolster Ukraine’s navy, including small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones, directly supporting the maritime coalition co-led by the UK and Norway. 2)£68m for air defence equipment including radars, decoy land equipment, and counter-drone electronic warfare systems. 3) £26m to provide support and spare parts for critical systems previously delivered to Ukraine. Then, the 225 million GBP includes: b) £39m to provide more than 1,000 counter-drone electronic warfare systems and for joint-procurement of respirators and equipment to enhance the protective capabilities of Ukraine’s Armed Forces; and c) explosive charges to equip more than 90,000 155mm artillery rounds, which can be used by the dozens of AS-90 self-propelled artillery guns the UK has previously provided. This entry records the 68 million GBP for radars, decoy land equipment, and counter-drone electronic warfare systems.",GBP,68000000.0,Air Defense,2024-12-19
2024-12-19,United Kingdom,Military,Equipment,"The UK’s ironclad support for Ukraine continues with a new £225m package of military support. The new support package includes: a) £186m package of key military equipment through the International Fund for Ukraine, including 1) £92m for equipment to bolster Ukraine’s navy, including small boats, reconnaissance drones, uncrewed surface vessels, loitering munitions, and mine countermeasure drones, directly supporting the maritime coalition co-led by the UK and Norway. 2)£68m for air defence equipment including radars, decoy land equipment, and counter-drone electronic warfare systems. 3) £26m to provide support and spare parts for critical systems previously delivered to Ukraine. Then, the 225 million GBP includes: b) £39m to provide more than 1,000 counter-drone electronic warfare systems and for joint-procurement of respirators and equipment to enhance the protective capabilities of Ukraine’s Armed Forces; and c) explosive charges to equip more than 90,000 155mm artillery rounds, which can be used by the dozens of AS-90 self-propelled artillery guns the UK has previously provided. This entry records the 26 million GBP for spare parts",GBP,26000000.0,Air Defense,2024-12-19
