activity_id,announcement_date,donor,explanation,reporting_currency,measure,source_reported_value_EUR
USM12,2024-04-17,United States,"Budget appropriations worth $300 million for Department of State ""International Narcotics Control and Law Enforcement"" appropriations made available to Ukraine for support of State Border Guard and National Police, as part of the Ukraine Security Supplemental Appropriations Act 2024",USD,Commitment,279000000.0
USH15,2024-04-17,United States,$100 million in earmarked funding as part of the Ukraine Security Supplemental Appropriations Act 2024 for demining and recovery effort,USD,Allocation,93000000.0
USM9,2024-04-17,United States,Increase in authorization for Presidential Drawdown Authority worth $7.8 billion as part of the Ukraine Security Supplemental Appropriations Act 2024. Authorizes the President to direct the drawdown of defense articles from U.S. stocks and defense services to provide additional essential support to Ukraine’s armed forces.,USD,Commitment,7254000000.0
USF5,2024-04-17,United States,"$7.899 in financing for the Economic Support Fund, which will cover budget support but exclude reimbursements for pensions and exclude of which 50 million for responding to food insecurity, as part of the Ukraine Security Supplemental Appropriations Act 2024",USD,Commitment,7346070000.0
LVF9,2024-04-19,Latvia,"According to a source of Aid 1, the Finance Minister announced a EUR 6 million hybrid capital investment to the WB at the annual spring meeting of the governors of the World Bank Group and the IMF in Washington. Its aid is to support Ukraine and the countries in its region in solving urgent development problems. The coupon of Latvia's contribution to the WB hybrid capital instrument will go to the WB's ""Ukrainian Recovery, Reconstruction and Reform Trust Fund"". Latvia's investment consists of a purchase of WB hybrid loan, which is WB debt but junior to traditional bonds, hence can be accounted for as equity contributions by donors like Latvia.",EUR,Allocation,6000000.0
UKM15,2024-04-22,United Kingdom,The UK has committed to 3 billion GBP military support to Ukraine for each fiscal year for as long as it takes. These are the 3 billion GBP for the 2025-2026 fiscal year (from april 2025 to april 2026),GBP,Commitment,3479999999.9999995
AUM21,2024-04-27,Australia,"In Source 1, the Government of Australia announced  $100 million assistance in a new assistance package. Within this $100 milion, $50 milion is dedicated for the military assistance ""with the support of Australian defence industry"".  This includes AUD 15 million in combat helmets, rigid hull inflatable boats, boots, fire masks and generators that are reported here.",AUD,Allocation,9600000.0
AUM22,2024-04-27,Australia,"In Source 1, the Government of Australia announced $100 million assistance in a new assistance package. This includes AUD 50 million in short range air defence systems, which are reported here.",AUD,Allocation,32000000.0
AUM23,2024-04-27,Australia,"In Source 1, the Government of Australia announced $100 million assistance in a new assistance package. This the delivery  of an undiclosed number of air-to-ground precision munitions. While their monetary value is not given by the source, there remaining AUD 5 million from this military package is assigned to this delivery. According to source 3, these munitions were likely retired JDAM-ER (BLU-111/Mk. 82), based on the confirmation of their retirement from the Royal Australian Airforce in the Australian Guided Weapons and Explosive Ordnance Plan 2024 at the end of October (source 4).",AUD,Allocation,3200000.0
AUM20,2024-04-27,Australia,"In Source 1, the Government of Australia announced  $100 million assistance in a new assistance package. Within this $100 milion, $50 milion is dedicated for the military assistance ""with the support of Australian defence industry"".  This includes AUD 30 million towards uncrewed aerial systems which are reported here.",AUD,Allocation,19200000.0
LVM12,2024-04-30,Latvia,"According to the Aid 1 source, the Prime Minister of Latvia announced a new military package, which includes anti-aircraft guns, tactical unmanned surveillance systems, and other essential material and technical assets. The value of the package is not given, but was mentioned on the 04/04/24 in the context of a package planned to deliver in April (Aid 3) . Relying on that announcement, the value of the package is EUR 22 million (Aid 3). An important point, the  tactical unmanned surveillance systems from this package have been announced previously under the drone coalition EUR 10 million allocation for 2024. Therefore, these drones of a EUR 1 million value (the source of Aid 4)  are assigned as LVM10. ",EUR,Allocation,22000000.0
SEH14,2024-04-30,Sweden,"The Swedish Meteorological and Hydrological Institute (SMHI), in coordination with the Swedish Civil Contingencies Agency and the European Emergency Response Coordination Centre (ERCC), made a donation consisting of a diesel generator to a Ukrainian hospital.",USD,Allocation,18679.0
LVM13,2024-05-07,Latvia,"According to Ukraine Ministry of Defence (Source of Aid 1), Latvia transferred communication equipment worth EUR 100 000, as a contribution to IT coalition. ",EUR,Allocation,100000.0
ATH18,2024-05-16,Austria,"In Source 1, the Federal Ministry of Climate Action, Environment, Energy, Mobility, Innovation, and Technology submitted a request to the Council of Ministers to make a support payment of EUR 5 million to the Ukraine Energy Support Fund (UESF). The funds are drawn from the ministry's budget, they are intended for the reconstruction of Ukrainian energy infrastructure damaged by attacks.  Sources 2 and 3 confirm that the Council of Ministers released aid payments totalling five million euros to the UESF and that that allocation will be distributed by the Energy Community. Source 4 is a press release from the Energy Community that confirms a new pledge of EUR 5 million from the Austrian ministry for the UESF.",EUR,Allocation,5000000.0
SEM23,2024-05-24,Sweden,"In Source 1, the Government of Sweden announced a three-year framework for military support to Ukraine totalling SEK 75 billion for 2024–2026, which equates to SEK 25 billion a year. This pledge was reiterated on p.2 of the Agreement of Security Co-Operation between Sweden and Ukraine of 31 May 2024 (Source 2). It is also found in the Additional amendment budget for 2024 (Sources 3 and 4). In this entry we record a commitment of SEK 25 billion for 2024. ",SEK,Commitment,216595102.0
SEM24,2024-05-24,Sweden,"In Source 1, the Government of Sweden announced a three-year framework for military support to Ukraine totalling SEK 75 billion for 2024–2026, which equates to SEK 25 billion a year. This pledge was reiterated on p.2 of the Agreement of Security Co-Operation between Sweden and Ukraine of 31 May 2025 (Source 2).  It is also found in the Additional amendment budget for 2024 (Sources 3 and 4). In this entry we record a commitment of SEK 25 billion for 2025. ",SEK,Commitment,2200000000.0
SEM25,2024-05-24,Sweden,"In Source 1, the Government of Sweden announced a three-year framework for military support to Ukraine totalling SEK 75 billion for 2024–2026, which equates to SEK 25 billion a year. This pledge was reiterated on p.2 of the Agreement of Security Co-Operation between Sweden and Ukraine of 31 May 2026 (Source 2).  It is also found in the Additional amendment budget for 2024 (Sources 3 and 4). In this entry we record a commitment of SEK 25 billion for 2026. ",SEK,Commitment,2200000000.0
ESF8,2024-05-27,Spain,"On page 9 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 50 million in concessional loans and a EUR 1 million grant to the World Bank's International Finance Corporation (IFC) to support the Ukrainian banking system and for co-investments in Ukrainian companies. Sources 2 and 3 are government press releases that reiterate this allocation of financial aid. In this entry, we record the allocation of a EUR 1 million grant for financial aid to Ukraine.",EUR,Allocation,1000000.0
ESF7,2024-05-27,Spain,"On page 9 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 50 million in concessional loans and a EUR 1 million grant to the World Bank's International Finance Corporation (IFC) to support the Ukrainian banking system and for co-investments in Ukrainian companies. Sources 2 and 3 are government press releases that reiterate this allocation of financial aid. In this entry, we record the allocation of EUR 50 million in concessional loans for financial aid to Ukraine.",EUR,Allocation,50000000.0
ESM20,2024-05-27,Spain,"On page 2, Section II.1  of the  Agreement on Security Cooperation between Spain and Ukraine of 27 May 2024 (Source 1), Spain commits to provide EUR 1 billion in military support in 2024. Sources 2, 3 and 4 are press releases from the execuitves of each country and the Spain's Ministry of Foreing Affairs which announce the signature of the agreement and reiterate the commitment of  EUR 1 billion in military support. From  January 01 to May 01 2024, the military support recorded by the UST was EUR 47.9 million. By subtracting this amount of already allocated military aid, we arrive at a commitment of 952.1 million for May 01 to December 31 2024. This entry reports this new commitment of  EUR 952.1 million in military support for 2024.",EUR,Commitment,73990274.0
ESH11,2024-05-27,Spain,"On page 9 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 1.5 million to humanitarian demining activities conducted by the United Nations Development Program (UNDP) in Ukraine. Sources 2 and 3 are offical press releases from the government and the Ministry of External affairs that reiterate this allocation.",EUR,Allocation,1500000.0
ESH10,2024-05-27,Spain,"On page 7 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 15 million to the reconstruction and recovery of Ukraine through the Special Program for Ukraine and Moldova Recovery (SPUR) of the World Bank. Sources 2 and 3 are offical press releases from the government and the Ministry of External affairs that reiterate this allocation.",EUR,Allocation,15000000.0
PTM16,2024-05-28,Portugal,"On 28 May 2024 Ukraine and Portugal signed an Agreement on Security Cooperation (Source 1). In this agreement, under Part II: Security and Defence Cooperation, Portugal commits to provide EUR 126 million in military aid in 2024, including material and financial contributions. In 2024 Portugal already allocated EUR 100 million to the Czech ammunition initiative (recorded in entry PTM15) as well as weapons and equipment for which no value was given.  We report in this entry a commitment for the remaining EUR 26 million for May to December 2024. ",EUR,Commitment,26000000.0
AUH9,2024-05-31,Australia,"According to Sources 1 and 2, the Minister of Foreign Affairs announced  AUD 31 million in assistance to Ukraine's energy and humanitarian needs. This package includes AUD 10 million in funding to the United Nations Office for Coordination of Humanitarian Affairs (OCHA) to increase access to essentials such as water, food and shelter in Ukraine. Source of Aid 3 restates this allocation. Source of Aid 4 reports the recorded financial contributions to UNOCHA by the Financial Tracking Services, used to cross-reference this Austrialian donation in 2024, as separate from the 2023.",AUD,Allocation,6400000.0
AUH11,2024-05-31,Australia,"According to Sources 1 and 2, the Minister of Foreign Affairs announced  AUD 31 million in assistance to Ukraine's energy and humanitarian needs. This includes an allocation of AUD 20 million to the Ukraine Energy Support Fund, to provide heat and electricity for Ukrainians.  Sources 3 and 4 restate this allocation.",AUD,Allocation,12800000.0
AUH10,2024-05-31,Australia,"According to Sources 1 and 2, the Minister of Foreign Affairs announced  AUD 31 million in assistance to Ukraine's energy and humanitarian needs. This includes an allocation of AUD 1 million to the United Nations Partnership on the Rights of Persons with Disabilities to improve services for persons with disabilities in Ukraine, including those needing rehabilitation of combatants. Sources 3 and 4 restate this allocation.",AUD,Allocation,640000.0
LVM14,2024-06-01,Latvia,"According to a Source of Aid 1, Latvia will allocate EUR 20 million for the drone coalition - EUR 10 million for procurements from the local industry. Source of aid two also specifies that remaining EUR 10 million will be spent as following: EUR 5 million for procurement within the drone coalition and EUR 5 million for the other coalition needs. Source of Aid 3 provides additional information about the drone deliveries. However, we attribute them to Latvia alone because they are part of the Coalition, which would result in double counting.",EUR,Allocation,20000000.0
EEH19,2024-06-02,Estonia,"According to the Ministry of Foreign Affairs, Estonia and the Olena Zelenska Foundation have celebrated the opening of a new family-style small group home in Ukraine. The house was built as part of the ""Room for Childhood"" initiative, with Estonia providing €376,000 in funding. We did not find an entry for this contribution, so we are recording it here.",EUR,Allocation,376000.0
LTH15,2024-06-05,Lithuania,"According to Source of Aid 1, the Cabinet of Ministers of Lithuania has approved two new initiatives for bilateral support to Ukraine: the restoration of Zelenyy Hai School in Shevchenkova municipality, Mykolaiv region, and a rehabilitation and reintegration program for war wounded in Ukraine. The latter includes three projects: the reconstruction of the rehabilitation center at the Dnipro State University Hospital, the ""Unbroken"" project for the reconstruction of the Lviv city rehabilitation center in Briukhovychi village, and the strengthening of institutions involved in rehabilitation. The school reconstruction project is estimated at €2.7 million, with €1.35 million coming from state budget appropriations. Up to €10 million has been earmarked for financing the rehabilitation program. This entry records €1.35 million for the restoration of Zelenyy Hai School.",EUR,Allocation,1350000.0
FRH24,2024-06-08,France,"The Government of the French Republic and the Government of Ukraine signed a Grant Agreement in Paris to support the restoration and maintenance of critical infrastructure and priority sectors of Ukraine's economy. The purpose is attract grant funds from the Government of the French Republic in the amount of EUR 200 million to be used for the reconstruction and restoration of critical infrastructure. EUR 60 million are allocated to support Ukraine's energy sector (Source 1 and 2). On August 2, 2024, the Ukrainian government announced the approval of the draft law to ratify this agreement (Source 3). Among the priority projects are cooperation projects on the development of energy storage systems, reconstruction and modernization of substations, and the development of smart grids. Ukrainian and French companies have already started implementing 14 projects in the respective areas (Source 4).",EUR,Allocation,200000000.0
ITH16,2024-06-11,Italy,"According to Source of Aid 1 and media Source of Aid 2, Italy allocates EUR 140 million for reconstruction, specifically for infrastructure, railways, healthcare, agriculture, and mine clearance, and EUR 45 million from this will be used for the reconstruction of Odesa. Source of Aid 3 time: (00.58.40 - 1.02.00)",EUR,Allocation,140000000.0
EIF9,2024-06-11,European Investment Bank,"The EIB is lending EUR 100 million to reconstruct social municipal infrastructure damaged in the war. The funding provided will be for rebuilding schools, kindergardens, hospitals, social housing and local transport infrastructure as well as ensuring the supply of essential servises such as clean water and sanitation. According to the official Source of Aid 2, this amount will be distributed in a following way: EUR 70 million for urban development, EUR 10 million for energy, EUR 10 million for transport, EUR 10 million for water and sewerage. This entry reports the EUR 10 million for water and sewerage allocation",EUR,Allocation,10000000.0
BGH9,2024-06-11,Bulgaria,"According to the Prime Minister (Source of Aid 1), Bulgaria is ready to donate energy equipment from the companies in the group of Bulgarian Energy Holding (state owned) worth BGN 1 million ",BGN,Allocation,510000.0
EIF11,2024-06-11,European Investment Bank,"The EIB and European Commission have announced a EUR 20 million agreement to extend advisory assistance for economic development in Ukraine under JASPER (Joint Assistance to Support Projects in European Regions). The EUR 20 million envelope is financed 50/50 by the Commission and the EIB, therefore this entry reports EUR 10 million of the EIB´s contribution.",EUR,Allocation,10000000.0
ITM14,2024-06-11,Italy,"During the Recovery Conference in Berlin, the Minister of Foreign Affairs announced a new military package for Ukraine aimed at strengthening its air defense (Source of Aid 1: 00.58.40 - 1.02.00), though no specific values were provided. He specified that the package will include SAMP/T (MAMBA) air defense systems, which we record here. ",USD,Allocation,317846100.0
EEH17,2024-06-11,Estonia,"According to the Source of Aid 1, Estonia contributes EUR 400 000 for rebuilding Ukraine´s energy infrastructure throgh the Ukraine Energy Support Fund",EUR,Allocation,400000.0
SIH24,2024-06-11,Slovenia,"According to Source of Aid 1, Slovenia allocates EUR 300.000 to the Organisation of Economic Co-Operation and Development (OECD) Programme for Ukraine, which aims to develop Ukrainian institutions and administrations as the country draws closer to European integration.",EUR,Allocation,300000.0
SIH25,2024-06-11,Slovenia,"According to Source of Aid 1, Slovenia allocates 2.7 EUR million 'to implementing institutions, international development banks, and other partners for humanitarian demining projects, healthcare rehabilitation, psychosocial assistance, infrastructure reconstruction, etc.'. This is listed in Source of aid 2.",EUR,Allocation,2700000.0
SIH23,2024-06-11,Slovenia,"According to Source of Aid 1, Slovenia allocates EUR 500.000 to the World Health Organisation (WHO) for emergency humanitarian assistance in the form of medicines and medical equipment.",EUR,Allocation,500000.0
EIF7,2024-06-11,European Investment Bank,"The EIB is lending EUR 100 million to reconstruct social municipal infrastructure damaged in the war. The funding provided will be for rebuilding schools, kindergardens, hospitals, social housing and local transport infrastructure as well as ensuring the supply of essential servises such as clean water and sanitation. According to the official Source of Aid 2, this amount will be distributed in a following way: EUR 70 million for urban development, EUR 10 million for energy, EUR 10 million for transport, EUR 10 million for water and sewerage. This entry reports the EUR 10 million for energy allocation",EUR,Allocation,10000000.0
SIH22,2024-06-11,Slovenia,"According to Source of Aid 1, Slovenia allocates EUR 500.000 to International Committee of the Red Cross (ICRC) to address urgent humanitarian needs in the field of health and protection in Ukraine.",EUR,Allocation,500000.0
EIF8,2024-06-11,European Investment Bank,"The EIB is lending EUR 100 million to reconstruct social municipal infrastructure damaged in the war. The funding provided will be for rebuilding schools, kindergardens, hospitals, social housing and local transport infrastructure as well as ensuring the supply of essential servises such as clean water and sanitation. According to the official Source of Aid 2, this amount will be distributed in a following way: EUR 70 million for urban development, EUR 10 million for energy, EUR 10 million for transport, EUR 10 million for water and sewerage. This entry reports the EUR 10 million for transport allocation",EUR,Allocation,10000000.0
EIF6,2024-06-11,European Investment Bank,"The EIB is lending EUR 100 million to reconstruct social municipal infrastructure damaged in the war. The funding provided will be for rebuilding schools, kindergardens, hospitals, social housing and local transport infrastructure as well as ensuring the supply of essential servises such as clean water and sanitation. According to the official Source of Aid 2, this amount will be distributed in a following way: EUR 70 million for urban development, EUR 10 million for energy, EUR 10 million for transport, EUR 10 million for water and sewerage. This entry reports the EUR 70 million urban development allocation",EUR,Allocation,70000000.0
EIF10,2024-06-11,European Investment Bank,The EIB is providing EUR 400 000 to Naftogaz Ukraine´s national oil and natural gas company. ,EUR,Allocation,400000.0
SIH26,2024-06-12,Slovenia,"According to Source of Aid 1, Slovenia allocated 'approximately 1.2 million euros for multi-year humanitarian and development projects of demining, medical rehabilitation, psychosocial assistance and assistance in the reconstruction of Ukraine, which are carried out by Slovenian institutions and institutes of international development cooperation'.",EUR,Allocation,1200000.0
FRH23,2024-06-12,France,"According to Source 1, the Agence Francaise de Développement (AFD) dedicates to financing a prosthetics rehabilitation center in Odessa. The projecct is financially supported by the Government of France with total funding of EUR 4 million.",EUR,Allocation,4000000.0
EUH18,2024-06-12,EU (Commission and Council),"According to Source of Aid 1, over 1000 power generators are being offered from the rescEU strategic reserves to help mitigate the energy shortages experienced by Ukraine. In addition, the EU civil protection mechanism is coordinating the provision of more than 15 000 solar panels. An official Ukrainian Source of Aid 2 proves that this contribution is new. This entry reports 1000 power generators",USD,Allocation,18679718.0
IEM5,2024-06-13,Ireland,"According to Source 1, the Department of Defence allocated 30 vehicles for Ukraine through the International Donor Coordination Cell in Rzeszów, Poland. Source 2 reiterates this allocation. In March 2024, the Department of Defence agreed with the Defence Forces to donate these vehicles from their stocks over four convoys  from mid-June to mid-July. This allocation consists of: 20 Ford Rangers, 4 Scania 8X8 DROPs, 3 Iveco 8X8 DROPs, 1 Iveco 8X8 Recovery Vehicle and 2 Mercedes Sprinter Ambulances.",USD,Allocation,1714793.0
IEM4,2024-06-14,Ireland,The Irish Armed Forces delivered a total of 30 vehicles for Ukraine between June and July 2024.,USD,Allocation,1342793.0
ATH19,2024-06-15,Austria,"According to Source 1,  the Ministry of Foreign Affairs allocated EUR 10 million to humanitarian relief activities from its Foreign Disaster Fund (AKF). Of this, EUR 6 million is allocated to the Neighbour in Need for emergency relief NGOs, including the provision of drinking water, food, and emergency shelters.",EUR,Allocation,6000000.0
EEH18,2024-06-16,Estonia,"Estonian police donates 31 police cars to Ukraine, according to an embassy of Estonia in Ukraine (Source of Aid 1) and National Police of Ukraine (Source of Aid 2). 16 škoda octavis and 15 volkswagen tiguans are provided for Ukrainian police specifically to operate in Zhytomyr and Chernihiv regions. In addition to cars , 175 bullet vests were sent. ",USD,Allocation,153104.0
CAH30,2024-06-16,Canada,"In Source 1, the Prime Minister announced a CAD 52.4 million support package for Ukraine. In Source 2, the Minister of Export Promotion, International Trade and Economic Development reiterates this allocation. This includes CAD 20 million to replace damaged energy equipment and infrastructure.",CAD,Allocation,14000000.0
CAH31,2024-06-16,Canada,"In Source 1, the Prime Minister announced a CAD 52.4 million support package for Ukraine. In Source 2, the Minister of Export Promotion, International Trade and Economic Development reiterates this allocation. This includes CAD 2 million to uphold the safe and secure operations of nuclear facilities in Ukraine through the International Atomic Energy Agency (IAEA).",CAD,Allocation,1400000.0
CAH29,2024-06-16,Canada,"In Source 1, the Prime Minister announced a CAD 52.4 million support package for Ukraine. In Source 2, the Minister of Export Promotion, International Trade and Economic Development reiterates this allocation. This includes CAD 15 million for social rehabilitation. This aid is intended to support vulnerable children, at-risk youths, the reintegration of displaced children returning to Ukraine through improved child protection services and family-based care options, improved access to justice for survivors of war crimes, increased families’ and civil society’s awareness about the missing persons process and support male survivors of conflict-related sexual violence, including prisoners of war. ",CAD,Allocation,10500000.0
CAF11,2024-06-16,Canada,"In Source 1, the Prime Minister announced a CAD 52.4 million support package for Ukraine. In Source 2, the Minister of Export Promotion, International Trade and Economic Development reiterates this allocation. This includes CAD 15.4 million to the International Monetary Fund (IMF) for  technical assistance and training needed for economic reforms and eventual accession to the European Union. Technical assistance is intended to the justice and energy sectors, and to increase Ukraine’s demining capacities.",CAD,Allocation,10780000.0
USH16,2024-06-18,United States,"Allocation of USAID humanitarian aid in 2024 (June 18, 2024)",USD,Allocation,291257156.34000003
CHF10,2024-06-26,Switzerland,"The Press release of the Swiss government dated June, 26 2024 (Source of Aid 1) announces that ,through the Partnership Fund for a Resilient Ukraine (PRFU), the Swiss Agency for Development and Cooperation (SDC) is supporting the civilian population in Eastern Ukraine, particularly near the front line. It continues saying that Switzerland has since suppported it with 8 million CHF and that the Federal Council has committed to 25 million CHF to the fund for the 2024-2027 period. Since this dataset had already registered 3 million CHF into the PRFU, entry CHF7 codes the remaining 5 million CHF to align with the Swiss official data. This and the entries will be dedicated to the coding of the 25 million CHF divided equally for the time frame 2024-2027. Here reported the 2025 value.",CHF,Commitment,6375000.0
FIH36,2024-06-26,Finland,"According to Source 1, Finland contribute EUR 500.000 to OECD's Ukraine Country Programme supporting Ukraine in developing ist legislation and institutions and help prepare country for prospective membership in EU and the OECD. The source mentions an earlier contribution of 50.000 that is not counted. Therefore, we account EUR 550.000.",EUR,Allocation,550000.0
DKH22,2024-06-26,Denmark,"Denmark contributes EUR 4.7 million to restore power facilities in the Kharkiv and Mykolaiv regions through the Ukraine Energy Support Fund, according to the Ukrainian government (Source of Aid 1). The fund's overview page reports EUR 21.5 million, while our dataset recorded about EUR 17 million. Therefore, we assume this contribution has been made, even though Danish announcement was not found.",EUR,Allocation,4700000.0
CHF11,2024-06-26,Switzerland,"The Press release of the Swiss government dated June, 26 2024 (Source of Aid 1) announces that ,through the Partnership Fund for a Resilient Ukraine (PRFU), the Swiss Agency for Development and Cooperation (SDC) is supporting the civilian population in Eastern Ukraine, particularly near the front line. It continues saying that Switzerland has since suppported it with 8 million CHF and that the Federal Council has committed to 25 million CHF to the fund for the 2024-2027 period. Since this dataset had already registered 3 million CHF into the PRFU, entry CHF7 codes the remaining 5 million CHF to align with the Swiss official data. This and the next entries will be dedicated to the coding of the 25 million CHF divided equally for the time frame 2024-2027. Here the 2026 value.",CHF,Commitment,6375000.0
CHF9,2024-06-26,Switzerland,"The Press release of the Swiss government dated June, 26 2024 (Source of Aid 1) announces that ,through the Partnership Fund for a Resilient Ukraine (PRFU), the Swiss Agency for Development and Cooperation (SDC) is supporting the civilian population in Eastern Ukraine, particularly near the front line. It continues saying that Switzerland has since suppported it with 8 million CHF and that the Federal Council has committed to 25 million CHF to the fund for the 2024-2027 period. Since this dataset had already registered 3 million CHF into the PRFU, entry CHF7 codes the remaining 5 million CHF to align with the Swiss official data. This and the next entries will be dedicated to the coding of the 25 million CHF divided equally for the time frame 2024-2027. Here reported the 2024 value.",CHF,Commitment,6375000.0
CHF7,2024-06-26,Switzerland,"The Press release of the Swiss government dated June, 26 2024 (Source of Aid 1) announces that ,through the Partnership Fund for a Resilient Ukraine (PRFU), the Swiss Agency for Development and Cooperation (SDC) is supporting the civilian population in Eastern Ukraine, particularly near the front line. It continues saying that Switzerland has since suppported it with 8 million CHF and that the Federal Council has committed to 25 million CHF to the fund for the 2024-2027 period. Since this dataset had already registered 3 million CHF into the PRFU, this entry will code the remaining 5 million CHF to align to the Swiss official data. The next entries will be dedicated to the coding of the 25 million CHF divided equally for the time frame 2024-2027. ",CHF,Allocation,5100000.0
CHF6,2024-06-26,Switzerland,"Switzerland is preparing to support an Eastern Europe Energy Efficiency and Environment Partnership Fund (E5P) with over 20 million CHF. This fund is managed by the European Bank for Reconstruction and Development (EBRD) and will provide grants for the modernization and restoration of municipal infrastructure in Ukraine, with a focus on energy efficiency. Source of Aid 1 consider this project in conjunction with another and therefore values the amount of both projects as 41 million CHF; however, in Source of Aid 2, it is explicited how the value of the project related to this entry is ""over 20 million CHF"".",CHF,Commitment,20400000.0
CHF12,2024-06-26,Switzerland,"The Press release of the Swiss government dated June, 26 2024 (Source of Aid 1) announces that ,through the Partnership Fund for a Resilient Ukraine (PRFU), the Swiss Agency for Development and Cooperation (SDC) is supporting the civilian population in Eastern Ukraine, particularly near the front line. It continues saying that Switzerland has since suppported it with 8 million CHF and that the Federal Council has committed to 25 million CHF to the fund for the 2024-2027 period. Since this dataset had already registered 3 million CHF into the PRFU, entry CHF7 codes the remaining 5 million CHF to align with the Swiss official data. This and the next entries will be dedicated to the coding of the 25 million CHF divided equally for the time frame 2024-2027. Here the 2027 value.",CHF,Commitment,6375000.0
FIH37,2024-06-27,Finland,"According to Source 1, Finland will support to the reconstruction of Ukraine with a contribution of EUR 5 million to the EU for Ukraine (EU4U) Fund of the European Investment Bank to promote Ukraine's financial and social capacity and to support the building of sustainable infrastructure. The source mentions two other Institutional Cooperation Instruments (ICI) that are joint environmental and educational projects between Finnish institutions (Finnish National Agency for Education, Finnish Meteorological Institute) and Ukrainian institutions (Ministry of Education and Science of Ukraine, Ministry of Environmental Protection and Natural Resources of Ukraine). As we had agreed on Finnish-Ukrainian ICI projects, the only contribution counted is the one going to the European Investment Bank.",EUR,Allocation,5000000.0
СZM40,2024-06-27,Czechia,"According to the official source of Aid 1, Czechia allocates CZK 865 775 000 for purchasing ammunition from a domestic supplier (STV Group)",CZK,Allocation,36362550.0
FIM23,2024-06-28,Finland,"According to Source of Aid 1, Finland pledged the 24th package of military aid. The package contains defence material, but for operational and security reasons, the contents of the packages will not be revealed. ",EUR,Allocation,159000000.0
ISF5,2024-06-30,Iceland,"According to the World Bank overview page, Iceland donated $ 12 million on Ukraine related project through the WB. In out dataset we reported approximately USD 10.26 million. Therefore, we report the difference here.",USD,Allocation,1618200.0
СZM41,2024-07-05,Czechia,"According to the overview of the total military aid provided by Czechia, another 4 helicopters and 10,000 artillery shells were allocated and delivered. ",USD,Allocation,7213080.0
CZM41,2024-07-05,Czechia,"According to the overview of the total military aid provided by Czechia, another 4 helicopters and 10,000 artillery shells were allocated and delivered. ",USD,Allocation,44640000.0
NLH13,2024-07-07,Netherlands,"On July 7, 2024, Caspar Veldkamp, Dutch Minister of Foreign Affairs, announced on X (formerly Twitter) that the Netherlands will allocate €8 million over the next two years to support the fact-finding activities of the UN Human Rights Monitoring Mission in Ukraine.  This information is later confirmed in a press release from the government of Netherlands (Source of Aid 2).  We have recorded that €4 million of this allocation will be for 2026, assuming the total grant amount (€8 million) will be split evenly between 2025 and 2026.",EUR,Allocation,4000000.0
NZM13,2024-07-10,New Zealand,"On July 10, 2024, Prime Minister Christopher Luxon and Foreign Minister Winston Peters have announced a further $16 million of support for Ukraine. This aid package includes $4 million to the drone capability coalition for Ukraine led by the United Kingdom and Latvia",NZD,Allocation,2360000.0
NZH10,2024-07-10,New Zealand,"On July 10, 2024, Prime Minister Christopher Luxon and Foreign Minister Winston Peters have announced a further $16 million of support for Ukraine. This aid package includes $10 million humanitarian assistance for affected communities in Ukraine and in neighbouring countries.",NZD,Allocation,5900000.0
NZM12,2024-07-10,New Zealand,"On July 10, 2024, Prime Minister Christopher Luxon and Foreign Minister Winston Peters have announced a further $16 million of support for Ukraine. This aid package includes $2 million to support military healthcare for Ukraine.",NZD,Allocation,1180000.0
LUM11,2024-07-10,Luxembourg,"On July 10, 2024, Luxembourg and Ukraine signed the Agreement on Security Cooperation and Long-Term Support. According to the agreement (source 1), at the time of signing the agreement, Luxembourg had allocated 80 million euros in military assistance to Ukraine for 2024. As this amount exceeds the 69.5 million euro that was previously announced in the draft budget for 1 March 2024, we record 10.5 million euro as an additional commitment.",EUR,Commitment,10500000.0
LVH19,2024-07-10,Latvia,Government of Latvia allocated 1 mln EUR to support recovery of Okhmatdyt Children's Hospital in Kyiv,EUR,Allocation,1000000.0
NOM18,2024-07-10,Norway,"According to Source of Aid 1, Prime Minister Jonas Gahr Støre announced that Norway has now decided to donate six F-16 fighter jets to Ukraine.  This aid will be provided within the framework of the Air Force Capability Coalition (AFCC). Source of Aid 1 does not specify whether it will be financed through the Nansen program, so without additional information we are assigning it as a separate entry until the new information is released.",USD,Allocation,229505142.0
PTM17,2024-07-10,Portugal,"On 10 July at the NATO Summit, Portuguese Prime Minister Montenegro announced that Portugal's aid to Ukraine for 2024 would amount to over EUR 220 million, and that the same amount would be committed for 2025. At the time, it was not clear, whether this was made up by military assistance or total aid to Ukraine. According to source of aid 2, on 22 November, the Government of Portugal adopted the ""Resolution to execute the final part of Defence expenditure with Ukraine"", confirming that the ""annual commitment undertaken by Portugal at NATO is 220 million euros of defence assistance"". This entry records the 2025 commitment.",EUR,Commitment,220000000.0
